timestamp,bin_id,ward,area_type,bin_capacity_liters,bin_location_lat,bin_location_lon,day_of_week,hour_of_day,is_weekend,is_holiday,time_since_last_pickup,bin_fill_percent
2025-08-03 01:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,1,True,False,5,8
2025-08-03 02:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,2,True,False,6,8
2025-08-03 03:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,3,True,False,7,8
2025-08-03 04:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,4,True,False,8,8
2025-08-03 05:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,5,True,False,9,8
2025-08-03 06:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,6,True,False,10,8
2025-08-03 07:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,7,True,False,11,14
2025-08-03 08:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,8,True,False,12,18
2025-08-03 09:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,9,True,False,1,7
2025-08-03 10:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,10,True,False,2,7
2025-08-03 11:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,11,True,False,3,7
2025-08-03 12:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,12,True,False,4,7
2025-08-03 13:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,13,True,False,5,7
2025-08-03 14:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,14,True,False,6,7
2025-08-03 15:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,15,True,False,7,7
2025-08-03 16:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,16,True,False,8,7
2025-08-03 17:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,17,True,False,9,7
2025-08-03 18:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,18,True,False,10,14
2025-08-03 19:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,19,True,False,11,19
2025-08-03 20:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,20,True,False,12,22
2025-08-03 21:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,21,True,False,1,4
2025-08-03 22:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,22,True,False,2,4
2025-08-03 23:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,23,True,False,3,4
2025-08-04 00:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,0,False,False,4,4
2025-08-04 01:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,1,False,False,5,4
2025-08-04 02:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,2,False,False,6,4
2025-08-04 03:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,3,False,False,7,4
2025-08-04 04:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,4,False,False,8,4
2025-08-04 05:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,5,False,False,9,4
2025-08-04 06:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,6,False,False,10,4
2025-08-04 07:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,7,False,False,11,7
2025-08-04 08:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,8,False,False,12,9
2025-08-04 09:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,9,False,False,1,8
2025-08-04 10:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,10,False,False,2,8
2025-08-04 11:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,11,False,False,3,8
2025-08-04 12:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,12,False,False,4,8
2025-08-04 13:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,13,False,False,5,8
2025-08-04 14:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,14,False,False,6,8
2025-08-04 15:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,15,False,False,7,8
2025-08-04 16:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,16,False,False,8,8
2025-08-04 17:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,17,False,False,9,8
2025-08-04 18:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,18,False,False,10,13
2025-08-04 19:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,19,False,False,11,19
2025-08-04 20:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,20,False,False,12,23
2025-08-04 21:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,21,False,False,1,6
2025-08-04 22:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,22,False,False,2,6
2025-08-04 23:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,23,False,False,3,6
2025-08-05 00:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,0,False,False,4,6
2025-08-05 01:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,1,False,False,5,6
2025-08-05 02:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,2,False,False,6,6
2025-08-05 03:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,3,False,False,7,6
2025-08-05 04:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,4,False,False,8,6
2025-08-05 05:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,5,False,False,9,6
2025-08-05 06:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,6,False,False,10,6
2025-08-05 07:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,7,False,False,11,11
2025-08-05 08:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,8,False,False,12,13
2025-08-05 09:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,9,False,False,1,6
2025-08-05 10:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,10,False,False,2,6
2025-08-05 11:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,11,False,False,3,6
2025-08-05 12:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,12,False,False,4,6
2025-08-05 13:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,13,False,False,5,6
2025-08-05 14:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,14,False,False,6,6
2025-08-05 15:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,15,False,False,7,6
2025-08-05 16:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,16,False,False,8,6
2025-08-05 17:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,17,False,False,9,6
2025-08-05 18:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,18,False,False,10,10
2025-08-05 19:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,19,False,False,11,13
2025-08-05 20:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,20,False,False,12,19
2025-08-05 21:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,21,False,False,1,12
2025-08-05 22:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,22,False,False,2,12
2025-08-05 23:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,23,False,False,3,12
2025-08-06 00:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,0,False,False,4,12
2025-08-06 01:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,1,False,False,5,12
2025-08-06 02:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,2,False,False,6,12
2025-08-06 03:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,3,False,False,7,12
2025-08-06 04:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,4,False,False,8,12
2025-08-06 05:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,5,False,False,9,12
2025-08-06 06:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,6,False,False,10,12
2025-08-06 07:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,7,False,False,11,20
2025-08-06 08:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,8,False,False,12,25
2025-08-06 09:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,9,False,False,1,2
2025-08-06 10:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,10,False,False,2,2
2025-08-06 11:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,11,False,False,3,2
2025-08-06 12:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,12,False,False,4,2
2025-08-06 13:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,13,False,False,5,2
2025-08-06 14:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,14,False,False,6,2
2025-08-06 15:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,15,False,False,7,2
2025-08-06 16:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,16,False,False,8,2
2025-08-06 17:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,17,False,False,9,2
2025-08-06 18:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,18,False,False,10,5
2025-08-06 19:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,19,False,False,11,11
2025-08-06 20:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,20,False,False,12,18
2025-08-06 21:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,21,False,False,1,5
2025-08-06 22:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,22,False,False,2,5
2025-08-06 23:00:00,101,F/North,Residential,600,19.0218,72.8741,Wednesday,23,False,False,3,5
2025-08-07 00:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,0,False,False,4,5
2025-08-07 01:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,1,False,False,5,5
2025-08-07 02:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,2,False,False,6,5
2025-08-07 03:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,3,False,False,7,5
2025-08-07 04:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,4,False,False,8,5
2025-08-07 05:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,5,False,False,9,5
2025-08-07 06:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,6,False,False,10,5
2025-08-07 07:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,7,False,False,11,10
2025-08-07 08:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,8,False,False,12,13
2025-08-07 09:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,9,False,False,1,8
2025-08-07 10:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,10,False,False,2,8
2025-08-07 11:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,11,False,False,3,8
2025-08-07 12:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,12,False,False,4,8
2025-08-07 13:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,13,False,False,5,8
2025-08-07 14:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,14,False,False,6,8
2025-08-07 15:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,15,False,False,7,8
2025-08-07 16:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,16,False,False,8,8
2025-08-07 17:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,17,False,False,9,8
2025-08-07 18:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,18,False,False,10,10
2025-08-07 19:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,19,False,False,11,15
2025-08-07 20:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,20,False,False,12,17
2025-08-07 21:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,21,False,False,1,10
2025-08-07 22:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,22,False,False,2,10
2025-08-07 23:00:00,101,F/North,Residential,600,19.0218,72.8741,Thursday,23,False,False,3,10
2025-08-08 00:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,0,False,False,4,10
2025-08-08 01:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,1,False,False,5,10
2025-08-08 02:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,2,False,False,6,10
2025-08-08 03:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,3,False,False,7,10
2025-08-08 04:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,4,False,False,8,10
2025-08-08 05:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,5,False,False,9,10
2025-08-08 06:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,6,False,False,10,10
2025-08-08 07:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,7,False,False,11,14
2025-08-08 08:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,8,False,False,12,22
2025-08-08 09:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,9,False,False,1,12
2025-08-08 10:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,10,False,False,2,12
2025-08-08 11:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,11,False,False,3,12
2025-08-08 12:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,12,False,False,4,12
2025-08-08 13:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,13,False,False,5,12
2025-08-08 14:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,14,False,False,6,12
2025-08-08 15:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,15,False,False,7,12
2025-08-08 16:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,16,False,False,8,12
2025-08-08 17:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,17,False,False,9,12
2025-08-08 18:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,18,False,False,10,19
2025-08-08 19:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,19,False,False,11,23
2025-08-08 20:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,20,False,False,12,26
2025-08-08 21:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,21,False,False,1,10
2025-08-08 22:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,22,False,False,2,10
2025-08-08 23:00:00,101,F/North,Residential,600,19.0218,72.8741,Friday,23,False,False,3,10
2025-08-09 00:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,0,True,False,4,10
2025-08-09 01:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,1,True,False,5,10
2025-08-09 02:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,2,True,False,6,10
2025-08-09 03:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,3,True,False,7,10
2025-08-09 04:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,4,True,False,8,10
2025-08-09 05:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,5,True,False,9,10
2025-08-09 06:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,6,True,False,10,10
2025-08-09 07:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,7,True,False,11,18
2025-08-09 08:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,8,True,False,12,21
2025-08-09 09:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,9,True,False,1,12
2025-08-09 10:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,10,True,False,2,12
2025-08-09 11:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,11,True,False,3,12
2025-08-09 12:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,12,True,False,4,12
2025-08-09 13:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,13,True,False,5,12
2025-08-09 14:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,14,True,False,6,12
2025-08-09 15:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,15,True,False,7,12
2025-08-09 16:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,16,True,False,8,12
2025-08-09 17:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,17,True,False,9,12
2025-08-09 18:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,18,True,False,10,18
2025-08-09 19:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,19,True,False,11,26
2025-08-09 20:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,20,True,False,12,31
2025-08-09 21:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,21,True,False,1,11
2025-08-09 22:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,22,True,False,2,11
2025-08-09 23:00:00,101,F/North,Residential,600,19.0218,72.8741,Saturday,23,True,False,3,11
2025-08-10 00:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,0,True,False,4,11
2025-08-10 01:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,1,True,False,5,11
2025-08-10 02:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,2,True,False,6,11
2025-08-10 03:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,3,True,False,7,11
2025-08-10 04:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,4,True,False,8,11
2025-08-10 05:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,5,True,False,9,11
2025-08-10 06:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,6,True,False,10,11
2025-08-10 07:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,7,True,False,11,20
2025-08-10 08:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,8,True,False,12,29
2025-08-10 09:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,9,True,False,1,9
2025-08-10 10:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,10,True,False,2,9
2025-08-10 11:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,11,True,False,3,9
2025-08-10 12:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,12,True,False,4,9
2025-08-10 13:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,13,True,False,5,9
2025-08-10 14:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,14,True,False,6,9
2025-08-10 15:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,15,True,False,7,9
2025-08-10 16:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,16,True,False,8,9
2025-08-10 17:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,17,True,False,9,9
2025-08-10 18:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,18,True,False,10,21
2025-08-10 19:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,19,True,False,11,24
2025-08-10 20:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,20,True,False,12,33
2025-08-10 21:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,21,True,False,1,10
2025-08-10 22:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,22,True,False,2,10
2025-08-10 23:00:00,101,F/North,Residential,600,19.0218,72.8741,Sunday,23,True,False,3,10
2025-08-11 00:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,0,False,False,4,10
2025-08-11 01:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,1,False,False,5,10
2025-08-11 02:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,2,False,False,6,10
2025-08-11 03:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,3,False,False,7,10
2025-08-11 04:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,4,False,False,8,10
2025-08-11 05:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,5,False,False,9,10
2025-08-11 06:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,6,False,False,10,10
2025-08-11 07:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,7,False,False,11,14
2025-08-11 08:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,8,False,False,12,18
2025-08-11 09:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,9,False,False,1,6
2025-08-11 10:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,10,False,False,2,6
2025-08-11 11:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,11,False,False,3,6
2025-08-11 12:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,12,False,False,4,6
2025-08-11 13:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,13,False,False,5,6
2025-08-11 14:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,14,False,False,6,6
2025-08-11 15:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,15,False,False,7,6
2025-08-11 16:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,16,False,False,8,6
2025-08-11 17:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,17,False,False,9,6
2025-08-11 18:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,18,False,False,10,8
2025-08-11 19:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,19,False,False,11,10
2025-08-11 20:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,20,False,False,12,12
2025-08-11 21:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,21,False,False,1,8
2025-08-11 22:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,22,False,False,2,8
2025-08-11 23:00:00,101,F/North,Residential,600,19.0218,72.8741,Monday,23,False,False,3,8
2025-08-12 00:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,0,False,False,4,8
2025-08-12 01:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,1,False,False,5,8
2025-08-12 02:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,2,False,False,6,8
2025-08-12 03:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,3,False,False,7,8
2025-08-12 04:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,4,False,False,8,8
2025-08-12 05:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,5,False,False,9,8
2025-08-12 06:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,6,False,False,10,8
2025-08-12 07:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,7,False,False,11,13
2025-08-12 08:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,8,False,False,12,18
2025-08-12 09:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,9,False,False,1,11
2025-08-12 10:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,10,False,False,2,11
2025-08-12 11:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,11,False,False,3,11
2025-08-12 12:00:00,101,F/North,Residential,600,19.0218,72.8741,Tuesday,12,False,False,4,11
